CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,default,application_year,application_month
less_0,20,prior_payments_delayed,car_used,810,greater_1000,1_to_4,2,male,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,0,2021,9
no_checking,19,prior_payments_delayed,furniture,3045,greater_1000,4_to_7,3,male,guarantor,4,car_other,33,none,own,1,skilled,1,yes,yes,0,2021,7
less_0,6,credits_paid_to_date,car_new,545,100_to_500,less_1,2,female,none,2,savings_insurance,28,none,rent,1,skilled,1,none,yes,0,2023,5
greater_200,6,all_credits_paid_back,car_new,2621,less_100,1_to_4,2,female,none,1,car_other,50,none,own,1,skilled,2,yes,yes,0,2021,1
no_checking,30,prior_payments_delayed,radio_tv,4833,500_to_1000,4_to_7,3,male,none,3,savings_insurance,51,none,own,2,management_self-employed,2,yes,yes,0,2023,6
less_0,12,all_credits_paid_back,car_new,657,less_100,less_1,2,female,none,2,car_other,32,stores,own,1,skilled,1,none,yes,0,2022,7
no_checking,32,outstanding_credit,repairs,6807,unknown,greater_7,4,male,co-applicant,3,car_other,53,none,free,2,management_self-employed,2,yes,yes,1,2024,8
greater_200,6,prior_payments_delayed,repairs,813,greater_1000,greater_7,4,male,guarantor,3,savings_insurance,19,stores,free,1,skilled,1,none,yes,0,2022,5
0_to_200,6,prior_payments_delayed,car_new,3543,less_100,4_to_7,1,male,co-applicant,3,car_other,46,none,own,2,skilled,1,none,yes,1,2022,12
no_checking,12,all_credits_paid_back,car_new,669,500_to_1000,4_to_7,3,male,none,5,real_estate,36,none,own,1,skilled,1,none,yes,0,2023,9
less_0,22,credits_paid_to_date,furniture,1689,less_100,4_to_7,3,male,none,1,savings_insurance,31,bank,own,1,unemployed,2,none,yes,0,2021,10
less_0,17,prior_payments_delayed,appliances,250,less_100,4_to_7,1,male,none,3,savings_insurance,29,stores,own,1,unskilled,1,none,yes,1,2024,2
no_checking,20,prior_payments_delayed,radio_tv,2219,100_to_500,4_to_7,3,female,none,5,savings_insurance,43,none,free,1,skilled,1,yes,yes,1,2024,3
no_checking,27,no_credits,repairs,5135,100_to_500,unemployed,4,male,guarantor,3,car_other,56,stores,free,2,unskilled,1,none,yes,0,2021,5
less_0,21,credits_paid_to_date,furniture,1660,less_100,4_to_7,3,male,none,1,savings_insurance,32,bank,own,1,unemployed,1,none,yes,0,2023,10
0_to_200,14,prior_payments_delayed,retraining,7184,500_to_1000,1_to_4,4,male,none,4,unknown,51,none,free,3,skilled,1,yes,yes,1,2024,12
no_checking,29,outstanding_credit,car_used,4859,500_to_1000,1_to_4,3,male,none,3,savings_insurance,39,none,own,1,skilled,2,yes,no,1,2023,5
no_checking,29,outstanding_credit,appliances,5197,500_to_1000,4_to_7,3,male,none,2,car_other,37,none,own,1,skilled,1,none,yes,1,2024,2
0_to_200,11,credits_paid_to_date,repairs,1350,500_to_1000,greater_7,2,male,guarantor,1,real_estate,40,bank,free,2,unemployed,1,none,no,0,2024,8
less_0,17,prior_payments_delayed,appliances,250,less_100,4_to_7,1,male,none,2,savings_insurance,19,stores,own,1,unskilled,1,none,yes,1,2023,5
0_to_200,6,all_credits_paid_back,car_used,250,less_100,1_to_4,1,female,none,1,savings_insurance,20,none,rent,1,skilled,1,none,yes,0,2021,3
no_checking,29,credits_paid_to_date,car_used,1962,500_to_1000,4_to_7,1,male,none,3,real_estate,28,stores,own,1,skilled,1,none,yes,0,2023,3
less_0,8,no_credits,car_new,250,less_100,unemployed,1,male,none,3,real_estate,21,none,rent,1,skilled,1,none,yes,0,2024,7
no_checking,6,prior_payments_delayed,radio_tv,4708,100_to_500,less_1,3,female,none,2,car_other,25,none,own,1,skilled,2,yes,yes,0,2021,10
less_0,11,prior_payments_delayed,car_used,712,100_to_500,4_to_7,1,male,none,2,car_other,36,stores,rent,1,skilled,1,none,yes,0,2024,7
no_checking,29,outstanding_credit,furniture,3382,500_to_1000,greater_7,4,male,none,2,car_other,42,none,free,1,skilled,1,yes,yes,0,2021,12
no_checking,42,outstanding_credit,retraining,7199,greater_1000,greater_7,4,male,guarantor,5,unknown,52,none,free,2,skilled,1,yes,yes,1,2024,8
less_0,35,all_credits_paid_back,car_new,3138,500_to_1000,4_to_7,3,male,none,3,unknown,29,stores,own,1,unskilled,1,none,yes,0,2021,5
greater_200,39,credits_paid_to_date,radio_tv,5838,less_100,less_1,2,male,none,2,car_other,38,stores,own,2,unskilled,1,none,yes,0,2022,11
no_checking,43,outstanding_credit,repairs,3611,unknown,greater_7,4,male,none,5,savings_insurance,61,none,free,2,skilled,1,yes,yes,1,2021,10
no_checking,29,outstanding_credit,car_used,4286,greater_1000,1_to_4,3,male,none,4,savings_insurance,29,none,own,1,skilled,1,yes,yes,0,2022,10
less_0,13,prior_payments_delayed,furniture,250,less_100,less_1,3,female,none,5,car_other,51,none,rent,1,skilled,1,none,yes,0,2023,11
less_0,20,credits_paid_to_date,car_new,717,less_100,less_1,3,female,co-applicant,2,savings_insurance,43,none,own,1,skilled,1,none,yes,0,2023,12
0_to_200,18,credits_paid_to_date,retraining,6490,less_100,4_to_7,3,female,none,3,unknown,45,none,own,1,skilled,1,none,yes,0,2023,2
less_0,7,credits_paid_to_date,car_new,800,less_100,1_to_4,2,female,none,2,real_estate,19,stores,own,1,skilled,1,none,yes,0,2021,6
no_checking,34,prior_payments_delayed,other,7492,500_to_1000,1_to_4,3,male,none,3,savings_insurance,57,none,own,2,skilled,1,yes,yes,1,2022,9
greater_200,7,credits_paid_to_date,vacation,1398,less_100,less_1,2,female,none,3,savings_insurance,21,none,own,3,management_self-employed,1,none,yes,0,2022,7
0_to_200,20,credits_paid_to_date,repairs,336,less_100,4_to_7,3,male,none,3,savings_insurance,25,bank,rent,1,unemployed,1,none,yes,0,2022,5
0_to_200,14,credits_paid_to_date,car_new,1671,500_to_1000,1_to_4,1,male,co-applicant,5,car_other,32,none,free,2,skilled,1,yes,yes,1,2024,5
less_0,18,prior_payments_delayed,furniture,250,less_100,less_1,2,female,none,4,car_other,48,none,rent,1,skilled,1,none,yes,0,2024,12
less_0,6,prior_payments_delayed,furniture,1004,less_100,less_1,1,female,none,3,car_other,53,none,rent,1,skilled,1,none,yes,0,2021,8
greater_200,32,prior_payments_delayed,vacation,8246,500_to_1000,4_to_7,3,male,none,4,unknown,52,none,own,2,skilled,2,yes,yes,1,2023,7
no_checking,25,prior_payments_delayed,furniture,9335,100_to_500,4_to_7,4,male,none,4,unknown,54,none,free,1,skilled,1,yes,yes,1,2021,11
no_checking,34,prior_payments_delayed,appliances,8733,100_to_500,4_to_7,4,male,co-applicant,2,car_other,51,none,free,2,skilled,1,yes,yes,0,2023,10
no_checking,29,outstanding_credit,radio_tv,7039,500_to_1000,1_to_4,4,male,none,4,unknown,44,none,own,1,management_self-employed,1,yes,yes,1,2022,8
0_to_200,36,outstanding_credit,appliances,6553,unknown,greater_7,4,male,none,2,unknown,49,none,own,1,skilled,2,yes,yes,1,2024,10
no_checking,7,prior_payments_delayed,car_used,741,greater_1000,1_to_4,3,male,none,4,real_estate,29,none,own,1,management_self-employed,1,yes,yes,0,2021,5
less_0,11,all_credits_paid_back,furniture,250,less_100,less_1,1,male,none,2,real_estate,26,none,own,3,skilled,1,none,yes,0,2022,4
less_0,31,credits_paid_to_date,radio_tv,250,less_100,1_to_4,2,male,none,2,real_estate,39,stores,own,1,skilled,1,none,yes,0,2023,4
greater_200,22,outstanding_credit,appliances,5042,100_to_500,4_to_7,1,male,none,2,car_other,45,bank,own,1,unemployed,1,yes,yes,0,2024,5
greater_200,18,credits_paid_to_date,car_new,250,greater_1000,less_1,1,male,co-applicant,2,real_estate,37,none,own,1,skilled,1,yes,yes,0,2023,3
less_0,16,prior_payments_delayed,appliances,250,less_100,4_to_7,2,male,none,3,savings_insurance,19,stores,own,1,unskilled,1,none,yes,1,2024,9
0_to_200,33,outstanding_credit,appliances,5722,unknown,greater_7,4,male,none,4,unknown,50,none,own,2,skilled,2,yes,yes,1,2021,3
no_checking,45,prior_payments_delayed,other,3236,unknown,4_to_7,2,male,none,3,savings_insurance,38,bank,own,1,unemployed,1,none,yes,0,2021,1
no_checking,28,prior_payments_delayed,radio_tv,7722,500_to_1000,1_to_4,2,male,none,4,car_other,44,none,own,2,management_self-employed,1,none,yes,0,2021,7
greater_200,6,credits_paid_to_date,furniture,1494,less_100,less_1,1,female,none,2,real_estate,19,none,own,1,skilled,1,none,yes,0,2024,3
less_0,24,prior_payments_delayed,car_used,1548,greater_1000,1_to_4,3,male,none,3,real_estate,25,stores,rent,1,skilled,1,none,yes,0,2021,5
0_to_200,33,outstanding_credit,appliances,5388,unknown,greater_7,4,male,none,2,unknown,45,none,own,2,skilled,2,yes,yes,1,2022,12
greater_200,13,credits_paid_to_date,furniture,2963,less_100,less_1,4,female,none,1,real_estate,19,none,own,1,skilled,1,none,yes,0,2021,8
no_checking,26,outstanding_credit,appliances,5671,500_to_1000,greater_7,3,male,co-applicant,3,car_other,50,none,free,2,skilled,1,yes,yes,1,2024,9
no_checking,6,outstanding_credit,appliances,531,100_to_500,1_to_4,2,female,none,1,real_estate,20,stores,free,2,unskilled,1,none,no,0,2024,5
less_0,9,all_credits_paid_back,car_used,250,less_100,less_1,4,female,none,1,real_estate,25,stores,own,1,skilled,1,none,yes,0,2022,9
less_0,18,prior_payments_delayed,furniture,1029,less_100,1_to_4,2,male,none,4,real_estate,25,none,own,2,skilled,1,yes,no,0,2023,4
greater_200,6,credits_paid_to_date,car_used,340,less_100,4_to_7,1,male,none,2,savings_insurance,32,none,rent,1,skilled,1,none,yes,0,2022,9
no_checking,24,prior_payments_delayed,business,5707,greater_1000,greater_7,4,male,none,2,car_other,44,none,own,2,skilled,1,none,yes,1,2021,5
no_checking,29,outstanding_credit,vacation,4930,500_to_1000,unemployed,4,male,guarantor,5,real_estate,48,stores,rent,1,management_self-employed,1,none,no,1,2024,6
0_to_200,12,no_credits,furniture,588,greater_1000,4_to_7,2,male,guarantor,2,unknown,19,none,rent,1,skilled,1,none,no,0,2022,5
no_checking,30,prior_payments_delayed,furniture,3060,greater_1000,4_to_7,4,male,guarantor,5,car_other,39,none,own,1,skilled,1,yes,yes,0,2021,2
no_checking,39,credits_paid_to_date,retraining,6921,less_100,4_to_7,4,female,co-applicant,5,real_estate,50,none,free,2,unemployed,1,yes,yes,1,2023,7
less_0,6,all_credits_paid_back,car_new,1096,less_100,unemployed,2,female,none,2,real_estate,25,none,rent,1,skilled,1,none,yes,0,2022,8
no_checking,40,prior_payments_delayed,other,3357,unknown,4_to_7,2,male,none,3,savings_insurance,29,bank,own,1,unemployed,1,none,yes,0,2024,8
no_checking,46,outstanding_credit,other,5508,unknown,greater_7,4,female,co-applicant,3,unknown,44,stores,rent,2,unskilled,2,yes,yes,1,2021,4
no_checking,33,prior_payments_delayed,car_used,9990,unknown,greater_7,4,male,co-applicant,5,unknown,45,none,free,3,skilled,1,yes,yes,1,2024,8
no_checking,42,outstanding_credit,other,7521,500_to_1000,greater_7,4,male,co-applicant,3,unknown,47,none,free,3,skilled,2,yes,yes,1,2023,9
0_to_200,20,credits_paid_to_date,radio_tv,3597,less_100,less_1,3,male,none,2,savings_insurance,25,none,own,1,skilled,1,none,yes,0,2021,3
less_0,9,credits_paid_to_date,car_new,250,100_to_500,less_1,1,female,none,2,savings_insurance,20,none,rent,2,skilled,1,none,yes,0,2021,9
greater_200,6,all_credits_paid_back,education,4471,less_100,unemployed,1,female,none,1,savings_insurance,35,none,own,1,management_self-employed,1,none,yes,0,2021,2
0_to_200,16,credits_paid_to_date,furniture,1748,less_100,4_to_7,1,male,none,2,savings_insurance,36,none,rent,2,skilled,1,none,yes,0,2022,4
no_checking,43,outstanding_credit,retraining,9206,greater_1000,greater_7,4,male,guarantor,3,unknown,54,none,free,2,skilled,1,yes,yes,1,2023,9
less_0,15,credits_paid_to_date,furniture,940,less_100,4_to_7,3,male,none,1,savings_insurance,41,bank,own,2,unemployed,2,none,yes,0,2024,3
no_checking,36,outstanding_credit,repairs,6638,unknown,greater_7,4,male,none,3,unknown,48,none,own,2,skilled,1,none,yes,1,2024,10
less_0,6,all_credits_paid_back,car_used,1566,less_100,less_1,3,female,none,1,real_estate,21,stores,own,1,skilled,2,none,yes,0,2021,3
no_checking,25,prior_payments_delayed,radio_tv,8599,500_to_1000,less_1,2,male,none,4,car_other,46,none,own,2,management_self-employed,1,none,yes,0,2023,10
0_to_200,27,prior_payments_delayed,car_used,4335,greater_1000,greater_7,3,male,none,4,savings_insurance,40,none,own,2,skilled,1,none,yes,0,2024,6
no_checking,32,prior_payments_delayed,other,7465,500_to_1000,1_to_4,3,male,none,1,savings_insurance,56,none,own,1,skilled,1,yes,yes,1,2024,6
no_checking,32,prior_payments_delayed,radio_tv,1406,100_to_500,4_to_7,3,female,none,5,savings_insurance,52,none,free,1,skilled,1,yes,yes,1,2024,4
no_checking,21,prior_payments_delayed,appliances,5501,100_to_500,greater_7,4,female,none,2,car_other,46,none,free,2,skilled,1,none,yes,0,2021,8
no_checking,24,prior_payments_delayed,radio_tv,6936,100_to_500,4_to_7,3,female,none,4,unknown,52,none,free,3,skilled,1,yes,yes,0,2021,6
less_0,10,all_credits_paid_back,car_used,3810,less_100,1_to_4,4,male,none,1,car_other,26,none,free,1,skilled,1,none,yes,0,2021,1
no_checking,34,prior_payments_delayed,repairs,3615,100_to_500,4_to_7,4,male,none,4,car_other,25,none,own,2,skilled,1,none,yes,1,2023,2
greater_200,7,outstanding_credit,radio_tv,3103,greater_1000,4_to_7,2,female,guarantor,1,real_estate,39,stores,free,2,unemployed,1,none,yes,0,2024,1
0_to_200,9,prior_payments_delayed,car_used,1760,less_100,less_1,2,female,none,4,savings_insurance,36,bank,rent,1,unskilled,1,none,yes,0,2024,4
0_to_200,28,prior_payments_delayed,car_used,4382,greater_1000,greater_7,4,male,none,4,savings_insurance,34,none,own,1,skilled,1,none,yes,0,2021,10
less_0,6,all_credits_paid_back,car_used,357,less_100,1_to_4,2,male,none,3,savings_insurance,40,stores,rent,1,skilled,1,none,yes,1,2021,8
less_0,30,credits_paid_to_date,other,3539,100_to_500,less_1,4,male,none,3,car_other,40,bank,free,2,unemployed,1,yes,yes,0,2023,2
0_to_200,47,no_credits,vacation,7656,unknown,less_1,4,female,guarantor,5,real_estate,48,stores,rent,2,management_self-employed,1,yes,yes,1,2024,5
no_checking,12,outstanding_credit,appliances,2568,100_to_500,greater_7,4,male,none,2,car_other,40,none,own,1,management_self-employed,1,none,yes,0,2023,9
greater_200,24,credits_paid_to_date,radio_tv,5477,less_100,less_1,3,male,none,1,car_other,38,stores,own,2,unskilled,1,none,yes,0,2024,5
0_to_200,26,prior_payments_delayed,car_used,4873,greater_1000,greater_7,4,male,none,5,savings_insurance,39,none,own,1,skilled,1,none,yes,0,2022,2
less_0,18,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,1,savings_insurance,37,stores,own,2,skilled,1,none,yes,0,2024,10
0_to_200,16,prior_payments_delayed,radio_tv,1934,less_100,4_to_7,4,male,none,2,car_other,38,none,own,2,skilled,1,none,yes,0,2022,5
less_0,17,prior_payments_delayed,furniture,1883,500_to_1000,4_to_7,2,male,none,5,savings_insurance,27,none,own,2,skilled,1,yes,yes,1,2021,9
no_checking,25,outstanding_credit,appliances,7589,500_to_1000,1_to_4,4,male,none,4,unknown,55,none,free,1,management_self-employed,2,yes,yes,1,2021,11
no_checking,43,prior_payments_delayed,furniture,1232,500_to_1000,greater_7,4,male,none,4,savings_insurance,21,none,own,1,skilled,1,none,yes,0,2021,8
no_checking,21,outstanding_credit,appliances,7692,500_to_1000,4_to_7,3,male,none,4,car_other,52,none,own,1,skilled,1,none,yes,1,2022,7
no_checking,25,prior_payments_delayed,education,5238,100_to_500,4_to_7,4,male,none,4,car_other,38,none,own,2,management_self-employed,1,yes,yes,1,2021,7
no_checking,38,prior_payments_delayed,other,3856,unknown,4_to_7,3,male,none,5,savings_insurance,25,bank,own,2,unemployed,1,none,yes,0,2023,9
no_checking,26,prior_payments_delayed,radio_tv,8260,500_to_1000,1_to_4,4,male,none,5,car_other,39,none,own,1,management_self-employed,1,none,yes,0,2022,7
0_to_200,9,credits_paid_to_date,vacation,2597,less_100,1_to_4,3,female,none,1,savings_insurance,19,none,rent,1,skilled,1,none,yes,0,2023,1
less_0,32,credits_paid_to_date,business,1596,less_100,less_1,4,male,none,4,savings_insurance,30,none,own,1,skilled,2,none,yes,0,2022,4
0_to_200,11,prior_payments_delayed,radio_tv,2212,less_100,4_to_7,3,male,none,2,car_other,45,none,own,2,skilled,1,none,yes,0,2023,10
no_checking,6,no_credits,car_new,250,less_100,1_to_4,3,female,none,3,real_estate,38,none,own,2,management_self-employed,2,none,yes,0,2024,9
no_checking,51,outstanding_credit,other,8464,500_to_1000,greater_7,4,male,co-applicant,4,unknown,51,none,free,2,skilled,2,yes,yes,1,2024,8
less_0,15,all_credits_paid_back,car_used,1383,less_100,less_1,2,female,none,3,real_estate,26,none,rent,1,skilled,1,none,yes,0,2021,3
no_checking,37,outstanding_credit,retraining,8558,greater_1000,greater_7,4,male,guarantor,3,unknown,56,none,free,3,skilled,1,yes,yes,1,2023,5
no_checking,29,prior_payments_delayed,business,6864,greater_1000,greater_7,3,male,none,4,car_other,53,none,own,1,skilled,2,none,yes,1,2024,6
no_checking,41,outstanding_credit,retraining,8057,greater_1000,greater_7,4,male,guarantor,5,unknown,64,none,free,2,skilled,1,yes,yes,1,2023,12
less_0,31,credits_paid_to_date,radio_tv,562,less_100,1_to_4,2,male,none,1,real_estate,28,stores,own,1,skilled,1,none,yes,0,2024,3
no_checking,35,prior_payments_delayed,radio_tv,6095,500_to_1000,1_to_4,4,male,none,5,savings_insurance,46,none,own,2,management_self-employed,1,none,yes,1,2024,11
less_0,6,credits_paid_to_date,car_new,250,less_100,1_to_4,1,female,none,2,real_estate,19,none,own,1,skilled,1,none,yes,0,2021,9
no_checking,7,prior_payments_delayed,radio_tv,4914,greater_1000,greater_7,3,male,none,5,car_other,36,none,own,1,skilled,1,none,yes,0,2021,3
no_checking,49,outstanding_credit,other,7434,500_to_1000,4_to_7,4,male,none,4,car_other,47,none,free,2,management_self-employed,1,none,yes,1,2021,10
0_to_200,22,credits_paid_to_date,car_used,4338,less_100,less_1,3,male,none,3,real_estate,30,none,rent,1,skilled,1,none,yes,0,2021,6
no_checking,8,credits_paid_to_date,vacation,3324,less_100,4_to_7,4,male,none,3,car_other,36,none,own,2,management_self-employed,1,yes,yes,1,2024,8
no_checking,28,outstanding_credit,car_used,4651,500_to_1000,1_to_4,1,male,none,3,car_other,43,none,own,2,skilled,2,yes,yes,1,2023,2
less_0,18,all_credits_paid_back,radio_tv,1120,100_to_500,less_1,2,female,none,1,real_estate,19,none,rent,2,skilled,1,none,yes,0,2022,5
no_checking,36,prior_payments_delayed,appliances,4601,500_to_1000,greater_7,4,male,none,4,car_other,46,bank,own,2,unemployed,2,yes,yes,1,2022,12
no_checking,31,outstanding_credit,appliances,5075,500_to_1000,greater_7,3,male,co-applicant,2,car_other,57,none,free,2,skilled,1,yes,yes,1,2024,3
less_0,16,credits_paid_to_date,car_used,250,less_100,4_to_7,4,female,none,1,real_estate,36,none,free,2,skilled,1,none,yes,0,2021,12
no_checking,24,prior_payments_delayed,business,5663,greater_1000,greater_7,4,male,none,4,car_other,49,none,own,2,skilled,1,none,yes,1,2022,9
no_checking,48,outstanding_credit,appliances,7931,greater_1000,greater_7,4,male,co-applicant,3,unknown,55,none,own,2,skilled,1,none,yes,1,2021,12
less_0,15,all_credits_paid_back,furniture,274,less_100,unemployed,2,female,none,1,savings_insurance,27,bank,rent,1,unemployed,2,yes,yes,0,2022,8
less_0,16,all_credits_paid_back,car_used,1268,100_to_500,unemployed,3,female,none,4,car_other,35,none,rent,2,skilled,2,none,yes,0,2021,7
less_0,19,all_credits_paid_back,car_used,1309,less_100,1_to_4,1,female,none,3,car_other,26,stores,rent,1,unskilled,1,none,yes,0,2021,7
no_checking,27,prior_payments_delayed,appliances,5479,100_to_500,4_to_7,4,male,none,4,car_other,40,none,own,1,skilled,1,none,yes,1,2024,1
0_to_200,17,credits_paid_to_date,car_new,2597,100_to_500,unemployed,1,male,none,1,savings_insurance,30,stores,own,1,skilled,1,none,yes,0,2022,2
